,Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
6583,Jurassic Park III: Park Builder,GBA,2001,Simulation,65.0,8.0,6
6585,Octomania,Wii,2007,Puzzle,66.0,,6
6586,Showtime Championship Boxing,Wii,2007,Fighting,35.0,4.7,12
6587,Bomberman Land,PSP,2007,Misc,55.0,7.8,6
6588,Chrysler Classic Racing,Wii,2008,Racing,40.0,,6
6591,Strike Force Bowling,GC,2005,Sports,47.0,,6
6594,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,68.0,7.8,12
6595,Championship Surfer,PS,2000,Sports,57.0,,6
6596,Monster Garage,XB,2004,Strategy,38.0,,16
6598,Tecmo Classic Arcade,XB,2005,Misc,55.0,,6
6599,Biker Mice From Mars,PS2,2006,Racing,27.0,,12
6600,From The Abyss,DS,2008,Role-Playing,59.0,8.0,6
6601,Sudoku Ball Detective,DS,2009,Puzzle,54.0,,12
6604,Giants: Citizen Kabuto,PS2,2001,Shooter,79.0,6.9,16
6607,LEGO Batman: The Videogame,PC,2008,Action,80.0,7.8,12
6608,Alone in the Dark,PS2,2008,Adventure,47.0,5.4,18
6609,Muppets Party Cruise,PS2,2003,Misc,61.0,8.0,6
6611,Cold Fear,XB,2005,Action,71.0,7.6,18
6612,Challenge Me: Brain Puzzles,DS,2009,Puzzle,65.0,,6
6614,Theme Park,DS,2007,Simulation,72.0,7.6,6
6615,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,77.0,8.1,18
6616,The Great Escape,XB,2003,Action,55.0,,16
6617,Blur,PC,2010,Racing,81.0,7.4,12
6619,Salt Lake 2002,GBA,2002,Sports,55.0,,6
6620,DropCast,DS,2008,Puzzle,66.0,,6
6621,Alien Syndrome,Wii,2007,Role-Playing,48.0,7.1,16
6622,Vexx,GC,2003,Platform,71.0,7.3,16
6623,Batman: Rise of Sin Tzu,GC,2003,Action,63.0,,16
6624,Secret Files: Tunguska,Wii,2008,Adventure,65.0,7.6,16
6625,Unreal Tournament III,PC,2007,Shooter,83.0,8.0,18
6626,Disney Sports Skateboarding,GC,2002,Sports,36.0,4.7,6
6627,Grey's Anatomy: The Video Game,Wii,2009,Adventure,65.0,,16
6628,Terminator 3: The Redemption,XB,2004,Shooter,66.0,8.6,16
6629,Arkanoid DS,DS,2007,Puzzle,61.0,7.0,6
6630,Call of Duty 2,PC,2005,Shooter,86.0,8.4,16
6631,Big Bang Mini,DS,2009,Shooter,78.0,8.2,6
6632,Serious Sam II,XB,2005,Shooter,72.0,6.7,18
6634,Cabela's Big Game Hunter (2008),X360,2007,Sports,51.0,,16
6636,Flipnic: Ultimate Pinball,PS2,2003,Misc,64.0,8.1,6
6637,The Witcher,PC,2007,Role-Playing,81.0,8.8,18
6638,Worms Blast,GC,2002,Puzzle,65.0,,6
6639,Coded Arms: Contagion,PSP,2007,Shooter,56.0,6.6,16
6640,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,80.0,8.7,18
6641,IHRA Professional Drag Racing 2005,XB,2004,Racing,36.0,,6
6642,Disney's Kim Possible: Global Gemini,DS,2007,Platform,70.0,,6
6643,Create,PC,2010,Action,54.0,6.8,6
6644,MLB Power Pros 2008,DS,2008,Sports,70.0,,6
6645,Little League World Series Baseball 2008,DS,2008,Sports,61.0,,6
6646,Showtime Championship Boxing,DS,2007,Fighting,33.0,,12
6647,Commandos: Strike Force,PS2,2006,Shooter,58.0,8.5,16
6648,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,57.0,8.6,16
6649,Guilty Gear X: Advance Edition,GBA,2002,Fighting,67.0,5.9,16
6650,Warriors of the Lost Empire,PSP,2007,Role-Playing,52.0,7.4,16
6652,Star Trek: Tactical Assault,DS,2006,Strategy,63.0,7.0,6
6653,Oddworld: Munch's Oddysee,GBA,2003,Platform,44.0,2.5,6
6654,Xiaolin Showdown,PSP,2006,Action,59.0,,12
6655,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,80.0,7.8,16
6656,Resident Evil - Code: Veronica X,GC,2003,Action,62.0,8.5,18
6657,Kelly Slater's Pro Surfer,GC,2002,Sports,80.0,,6
6658,Trapt,PS2,2005,Action,60.0,7.9,18
6659,Splat Renegade Paintball,XB,2005,Sports,44.0,,16
6661,Worms 3D,XB,2003,Strategy,69.0,8.4,16
6662,PoPoLoCrois,PSP,2005,Role-Playing,66.0,7.4,6
6663,Dragon Rage,PS2,2001,Shooter,50.0,6.4,16
6664,Theresia...,DS,2008,Adventure,61.0,8.0,18
6665,Sacred 2: Fallen Angel,PC,2008,Role-Playing,71.0,6.9,18
6667,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,58.0,7.0,6
6668,Jumper: Griffin's Story,X360,2008,Action,29.0,3.3,16
6669,Tron 2.0: Killer App,XB,2004,Action,69.0,4.3,16
6670,Dig Dug: Digging Strike,DS,2005,Puzzle,65.0,,6
6671,The Fast and the Furious,PS2,2006,Racing,59.0,6.6,16
6672,Vampire Rain: Altered Species,PS3,2008,Action,30.0,3.5,18
6673,The History Channel: Battle for the Pacific,X360,2007,Shooter,35.0,6.1,16
6674,Racing Gears Advance,GBA,2004,Racing,83.0,8.9,6
6677,Need for Speed: Shift,PC,2009,Racing,83.0,5.8,6
6678,Mercury Meltdown,PSP,2006,Action,78.0,7.8,6
6680,Zoo Tycoon 2,PC,2004,Strategy,72.0,8.1,6
6681,Brave: A Warrior's Tale,X360,2009,Action,42.0,5.0,12
6682,Myst III: Exile,XB,2002,Adventure,55.0,,6
6683,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,71.0,,12
6684,Rooms: The Main Building,Wii,2010,Adventure,60.0,,6
6685,Brave: A Warrior's Tale,Wii,2009,Action,48.0,,12
6686,Fatal Frame,XB,2002,Action,77.0,8.6,16
6687,Urban Chaos: Riot Response,PS2,2006,Shooter,73.0,7.8,18
6688,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,44.0,4.6,16
6689,Ivy the Kiwi?,Wii,2010,Puzzle,74.0,7.2,6
6690,Resident Evil 2,GC,2003,Action,59.0,8.5,18
6691,Honeycomb Beat,DS,2006,Puzzle,61.0,,6
6692,Catwoman,XB,2004,Action,45.0,4.6,16
6694,Warriors Orochi 2,X360,2008,Action,44.0,8.1,16
6695,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,69.0,7.5,12
6697,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,71.0,9.0,6
6698,Animorphs: Shattered Reality,PS,2000,Action,27.0,,6
6700,Gun Showdown,PSP,2006,Action,73.0,7.6,18
6701,Terminator 3: Rise of the Machines,GBA,2003,Action,50.0,,16
6702,Tiger Woods PGA Tour 08,DS,2007,Sports,81.0,7.6,6
6703,Constantine,XB,2005,Action,60.0,7.1,18
6704,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,64.0,7.1,18
6705,Samurai Shodown Anthology,Wii,2008,Fighting,74.0,8.2,16
6706,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,82.0,8.4,18
6707,Nanostray,DS,2005,Shooter,71.0,7.7,6
6708,Samurai Jack: The Shadow of Aku,PS2,2004,Action,59.0,8.4,16
6710,Tsugunai: Atonement,PS2,2001,Role-Playing,67.0,,16
6712,Real Soccer 2009,DS,2008,Sports,70.0,,6
6713,Lost Kingdoms II,GC,2003,Role-Playing,68.0,9.1,16
6714,Aggressive Inline,GC,2002,Sports,88.0,7.8,16
6715,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,62.0,6.9,16
6716,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,60.0,6.9,12
6718,The Sims 2: University,PC,2005,Simulation,81.0,7.8,16
6719,Generation of Chaos,PSP,2005,Role-Playing,60.0,7.7,16
6720,Pump It Up: Exceed,PS2,2005,Misc,73.0,8.4,16
6722,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,58.0,,16
6724,Dr. Muto,XB,2002,Platform,70.0,,16
6725,Harry Potter and the Sorcerer's Stone,PC,2001,Action,65.0,7.8,6
6726,Scurge: Hive,DS,2006,Action,70.0,8.6,12
6728,Zendoku,DS,2007,Puzzle,68.0,,6
6729,MotoGP,GBA,2002,Racing,67.0,,6
6730,ESPN International Winter Sports 2002,PS2,2002,Sports,62.0,,6
6731,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,34.0,,6
6732,NBA Live 07,XB,2006,Sports,69.0,6.8,6
6733,BattleBots: Beyond the BattleBox,GBA,2002,Action,53.0,,6
6734,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,37.0,,6
6736,Friends: The One with All the Trivia,PS2,2005,Misc,50.0,,16
6737,The Saboteur,PC,2009,Action,76.0,8.0,18
6738,Hail to the Chimp,X360,2008,Misc,52.0,6.1,16
6739,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,68.0,8.2,18
6740,Elemental Gearbolt,PS,1997,Shooter,76.0,,16
6742,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,60.0,,12
6743,Whiplash,XB,2003,Racing,68.0,,16
6744,V-Rally 3,PS2,2002,Racing,82.0,7.4,6
6745,Mirror's Edge,PC,2009,Platform,81.0,8.1,16
6746,Titan Quest,PC,2006,Role-Playing,77.0,8.1,16
6747,Amazing Island,GC,2004,Strategy,59.0,6.6,6
6748,Space Chimps,DS,2008,Platform,59.0,,6
6749,SeaBlade,XB,2002,Shooter,48.0,,16
6750,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,53.0,,6
6751,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,65.0,7.9,16
6752,Gothic 3,PC,2006,Role-Playing,63.0,7.3,16
6753,History Great Empires: Rome,DS,2009,Strategy,42.0,,12
6755,Worms World Party,GBA,2002,Strategy,75.0,,6
6756,Alvin and the Chipmunks,Wii,2007,Misc,30.0,3.6,6
6757,Final Fight: Streetwise,PS2,2006,Action,43.0,6.2,18
6758,Speed Kings,XB,2003,Racing,60.0,8.8,6
6759,Rebelstar: Tactical Command,GBA,2005,Strategy,78.0,9.1,12
6760,F1 2010,PC,2010,Racing,84.0,6.6,6
6761,Gladiator: Sword of Vengeance,XB,2003,Action,65.0,7.1,18
6762,Bombastic,PS2,2002,Puzzle,72.0,7.2,6
6763,Coraline,Wii,2009,Action,42.0,5.5,12
6764,Dual Hearts,PS2,2002,Role-Playing,70.0,,6
6765,NFL Quarterback Club 2002,GC,2001,Sports,53.0,,6
6766,Xiaolin Showdown,DS,2006,Action,58.0,,6
6767,Wing Commander: Prophecy,GBA,2003,Simulation,70.0,8.3,16
6768,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,69.0,7.2,18
6769,Sega Soccer Slam,XB,2002,Sports,80.0,8.5,6
6771,Vertigo,Wii,2009,Strategy,66.0,,6
6772,Blood Omen 2,GC,2002,Action,71.0,,18
6773,Unsolved Crimes,DS,2008,Adventure,66.0,,16
6774,Air Conflicts: Aces of World War II,PSP,2009,Simulation,36.0,,16
6775,Carve,XB,2004,Racing,64.0,,6
6776,BlowOut,XB,2003,Shooter,55.0,,16
6777,GunPey,PSP,2006,Puzzle,62.0,,12
6778,Front Mission Evolved,PC,2010,Shooter,63.0,5.1,16
6779,WTA Tour Tennis,PS2,2001,Sports,50.0,,6
6780,Dynasty Warriors 5,XB,2005,Action,66.0,8.0,16
6781,FIFA Soccer 2003,GBA,2002,Sports,76.0,,6
6782,Naval Ops: Commander,PS2,2004,Simulation,65.0,,16
6784,Activision Hits: Remixed,PSP,2006,Misc,75.0,,6
6785,Rez,PS2,2001,Shooter,78.0,8.3,6
6786,MLB SlugFest 2006,XB,2006,Sports,59.0,,12
6787,Neverland Card Battles,PSP,2008,Role-Playing,57.0,7.8,16
6788,Lufia: The Ruins of Lore,GBA,2002,Role-Playing,76.0,8.3,6
6789,UEFA Euro 2004: Portugal,XB,2004,Sports,74.0,8.1,6
6791,Taito Legends Power Up,PSP,2007,Action,41.0,,6
6792,Medabots: Infinity,GC,2003,Role-Playing,51.0,8.0,6
6794,NFL Blitz Pro,XB,2003,Sports,71.0,6.6,6
6795,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,58.0,7.5,6
6796,Death Jr. II: Root of Evil,PSP,2006,Platform,68.0,7.3,16
6797,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,80.0,8.8,6
6799,Samurai Champloo: Sidetracked,PS2,2006,Action,66.0,7.2,16
6800,Mister Slime,DS,2008,Action,59.0,,6
6801,Medal of Honor: Airborne,PC,2007,Shooter,78.0,7.3,16
6802,Domino Rally,Wii,2007,Action,57.0,,6
6803,King Arthur,XB,2004,Action,61.0,,16
6805,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,67.0,6.8,6
6806,Myst IV: Revelation,XB,2005,Adventure,75.0,,16
6809,Virtua Striker 2002,GC,2002,Sports,58.0,6.0,6
6810,UEFA Champions League 2006-2007,X360,2007,Sports,72.0,8.2,6
6812,Disney's PK: Out of the Shadows,GC,2002,Platform,46.0,,6
6813,Aliens in the Attic,DS,2009,Action,58.0,6.0,12
6815,Powerdrome,PS2,2004,Racing,54.0,,16
6816,Major Minor's Majestic March,Wii,2009,Misc,46.0,,6
6817,Otogi 2: Immortal Warriors,XB,2003,Action,79.0,8.3,16
6818,Legend of Kay,PS2,2005,Action,72.0,7.3,12
6819,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,49.0,6.3,16
6820,Piglet's Big Game,GC,2003,Platform,70.0,8.0,6
6821,Tom Clancy's HAWX 2,PC,2010,Action,66.0,3.8,16
6822,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,66.0,5.5,18
6823,IndyCar Series,XB,2003,Racing,71.0,7.8,6
6824,Ultra Bust-A-Move,XB,2004,Puzzle,74.0,,6
6825,Rally Fusion: Race of Champions,XB,2002,Racing,69.0,,6
6827,Ferrari F355 Challenge,PS2,2002,Racing,70.0,4.4,6
6830,Shifters,PS2,2002,Adventure,37.0,5.9,16
6832,TNA iMPACT: Cross the Line,PSP,2010,Fighting,50.0,6.5,16
6834,Venetica,PC,2009,Role-Playing,61.0,6.8,16
6835,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,76.0,4.9,18
6837,MorphX,X360,2010,Shooter,33.0,6.6,18
6838,Sigma Star Saga,GBA,2005,Role-Playing,68.0,8.2,12
6839,Air Traffic Chaos,DS,2007,Simulation,66.0,,6
6840,Ontamarama,DS,2007,Action,71.0,,6
6841,FIFA Soccer 2004,GBA,2003,Sports,82.0,7.9,6
6842,Downforce,PS2,2002,Racing,69.0,,6
6843,Disney's Party,GC,2002,Misc,39.0,7.8,6
6845,Hysteria Hospital: Emergency Ward,Wii,2009,Action,53.0,,6
6846,Nanostray 2,DS,2008,Shooter,75.0,7.8,6
6847,Dokapon Journey,DS,2008,Role-Playing,60.0,7.0,12
6848,Metal Slug Anthology,PSP,2007,Shooter,78.0,7.4,16
6850,Phantom Crash,XB,2002,Simulation,74.0,8.3,16
6851,Yanya Caballista: City Skater,PS2,2001,Sports,58.0,6.3,6
6852,The Typing of the Dead,DC,2000,Shooter,83.0,7.8,18
6853,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,58.0,,6
6854,Jenga World Tour,Wii,2007,Misc,26.0,2.8,6
6855,Prism: Light the Way,DS,2007,Puzzle,73.0,,6
6856,Tenchu: Dark Secret,DS,2006,Action,37.0,5.1,16
6857,Shrek Super Party,GC,2003,Misc,40.0,7.3,6
6858,Monster 4x4: Masters of Metal,GC,2003,Racing,49.0,,6
6859,Top Spin 2,DS,2006,Sports,51.0,,6
6860,Second Sight,GC,2004,Adventure,77.0,8.5,16
6861,Puyo Pop,GBA,2001,Puzzle,84.0,,6
6862,Rave Master,GC,2002,Fighting,60.0,6.3,16
6863,Bejeweled Twist,PC,2008,Puzzle,78.0,7.3,6
6865,Ivy the Kiwi?,DS,2010,Puzzle,69.0,6.3,6
6866,Hail to the Chimp,PS3,2008,Misc,51.0,4.5,16
6867,Alias,XB,2004,Action,64.0,6.0,16
6868,ESPN International Winter Sports 2002,GC,2002,Sports,62.0,,6
6869,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,81.0,8.8,6
6870,Arx Fatalis,XB,2003,Role-Playing,71.0,8.2,18
6872,Guilty Gear Dust Strikers,DS,2006,Fighting,60.0,5.8,16
6873,Dark Summit,GC,2002,Sports,68.0,4.5,16
6874,Turbo Turtle Adventure,GBA,2002,Puzzle,70.0,,6
6875,Star Wars: Republic Commando,PC,2005,Shooter,78.0,8.7,16
6876,The Lost Vikings,GBA,2003,Puzzle,75.0,9.1,6
6877,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,58.0,,12
6878,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,73.0,,12
6879,Plants vs. Zombies,PC,2009,Strategy,87.0,8.9,12
6880,Secret Files: Tunguska,DS,2008,Adventure,71.0,7.6,16
6881,Stretch Panic,PS2,2001,Platform,65.0,7.8,16
6882,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,74.0,7.8,6
6884,Rogue Ops,GC,2003,Action,65.0,,18
6885,DiRT 2,PC,2009,Racing,89.0,8.2,16
6887,Hummer Badlands,PS2,2006,Racing,48.0,,6
6888,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,64.0,7.4,6
6889,Furu Furu Park,Wii,2007,Misc,43.0,4.8,12
6891,Alter Echo,XB,2003,Shooter,62.0,,16
6892,Around the World in 80 Days,GBA,2004,Action,40.0,,6
6893,Whirl Tour,GC,2002,Sports,61.0,9.0,6
6895,Cartoon Network Block Party,GBA,2004,Misc,52.0,,6
6896,Power Spike Pro Beach Volleyball,PS,2000,Sports,48.0,,6
6897,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,49.0,,12
6898,Super Bust-A-Move,GBA,2001,Puzzle,77.0,,6
6900,ZooCube,GBA,2002,Puzzle,71.0,,6
6901,Stunt GP,PS2,2001,Racing,49.0,8.1,6
6902,World Series of Poker,GC,2005,Misc,44.0,,12
6904,Reign of Fire,GBA,2002,Shooter,61.0,,16
6905,Nicktoons: Attack of the Toybots,DS,2007,Platform,54.0,,6
6906,Singularity,PC,2010,Shooter,76.0,7.7,18
6908,Cartoon Network Racing,DS,2006,Action,55.0,,6
6909,Ms Saga: A New Dawn,PS2,2005,Role-Playing,65.0,8.6,12
6911,Barnyard,GBA,2006,Action,56.0,,6
6912,GrimGrimoire,PS2,2007,Strategy,79.0,7.9,12
6913,Rock of the Dead,PS3,2010,Shooter,45.0,,16
6914,Deadliest Catch: Alaskan Storm,X360,2008,Sports,56.0,5.9,16
6915,Crime Life: Gang Wars,XB,2005,Action,30.0,3.4,18
6916,Rugby 2005,XB,2005,Sports,75.0,7.7,6
6917,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,86.0,8.8,18
6918,Taito Legends,XB,2005,Misc,74.0,,16
6919,Rock 'N Roll Racing,GBA,2003,Racing,80.0,9.4,6
6920,Silhouette Mirage,PS,1998,Platform,69.0,7.5,6
6921,Dynasty Warriors Vol. 2,PSP,2006,Action,57.0,8.1,16
6922,Freelancer,PC,2003,Simulation,85.0,9.0,16
6923,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,66.0,8.0,12
6924,American Bass Challenge,GBA,2001,Sports,69.0,,6
6925,American Chopper 2: Full Throttle,GC,2005,Racing,54.0,,16
6926,Rugby 06,PS2,2006,Sports,70.0,7.8,6
6927,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,84.0,8.3,18
6928,2002 FIFA World Cup,GC,2002,Sports,78.0,7.7,6
6929,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,79.0,7.5,16
6930,Need for Speed Carbon,PC,2006,Racing,78.0,7.2,12
6931,Colin McRae Rally 2005,XB,2004,Racing,83.0,7.5,6
6932,Saiyuki: Journey West,PS,1999,Strategy,73.0,7.1,6
6933,MTX Mototrax,PSP,2006,Racing,67.0,,6
6934,Ribbit King,GC,2003,Sports,60.0,,6
6935,Summoner: A Goddess Reborn,GC,2003,Role-Playing,72.0,,16
6936,Empire Earth,PC,2001,Strategy,81.0,8.2,16
6938,Worms Reloaded,PC,2010,Strategy,79.0,6.8,12
6939,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,57.0,,6
6940,StarCraft,PC,1998,Strategy,88.0,9.1,16
6941,World Championship Pool 2004,PS2,2004,Sports,60.0,6.7,6
6942,Punch King,GBA,2002,Fighting,58.0,,6
6943,V-Rally 3,GBA,2002,Racing,82.0,,6
6944,B-Boy,PSP,2006,Misc,50.0,7.8,16
6945,Kakuto Chojin,XB,2002,Fighting,46.0,7.2,16
6946,Robotech: Invasion,XB,2004,Shooter,59.0,,16
6947,Need for Speed Underground,PC,2003,Racing,82.0,8.3,6
6948,Frogger: Ancient Shadow,GC,2005,Platform,54.0,,6
6949,Moon,DS,2009,Adventure,71.0,7.4,16
6950,Snoopy vs the Red Baron,PSP,2006,Adventure,76.0,7.8,12
6951,Virtua Tennis 3,PSP,2007,Sports,79.0,7.7,6
6952,Raze's Hell,XB,2005,Shooter,71.0,8.1,18
6953,Far Cry,PC,2004,Shooter,89.0,8.1,18
6954,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,62.0,8.7,6
6955,GunPey DS,DS,2006,Puzzle,70.0,,6
6956,NightCaster II: Equinox,XB,2002,Action,46.0,7.0,16
6957,Ship Simulator Extremes,PC,2010,Simulation,49.0,6.2,6
6958,Time Crisis: Project Titan,PS,2001,Shooter,71.0,6.7,16
6959,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,64.0,7.3,12
6961,FIFA Soccer 10,PC,2009,Sports,72.0,3.8,6
6962,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,72.0,7.8,18
6963,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,69.0,,18
6964,The Sims,PC,2000,Simulation,92.0,7.9,16
6966,Gitaroo Man,PS2,2001,Misc,82.0,8.7,6
6967,Super Bubble Pop,GC,2003,Puzzle,54.0,,6
6968,Cabela's Trophy Bucks,X360,2007,Sports,39.0,3.0,16
6971,Rock of the Dead,X360,2010,Shooter,48.0,4.8,16
6972,Big Air Freestyle,GC,2002,Racing,56.0,,16
6973,Mike Tyson Heavyweight Boxing,XB,2002,Sports,37.0,,16
6974,Code Lyoko,DS,2007,Action,63.0,6.8,12
6975,Pool Party,Wii,2007,Sports,32.0,0.7,6
6976,Rapala Fishing Frenzy 2009,X360,2008,Sports,41.0,7.2,6
6977,Company of Heroes,PC,2006,Strategy,93.0,8.8,18
6978,Wonder World Amusement Park,Wii,2008,Misc,37.0,4.5,6
6980,Wing Island,Wii,2006,Simulation,47.0,4.9,6
6981,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,79.0,6.9,16
6982,Wrath Unleashed,XB,2004,Strategy,69.0,7.0,16
6983,March of the Penguins,DS,2006,Adventure,34.0,1.7,6
6984,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,53.0,,6
6985,Double Dragon Advance,GBA,2003,Action,75.0,8.4,16
6986,Color Cross,DS,2008,Misc,72.0,,6
6987,The Bible Game,XB,2005,Misc,60.0,2.7,6
6988,Bubble Bobble Revolution,DS,2005,Puzzle,38.0,6.2,6
6989,Yager,XB,2003,Shooter,70.0,9.3,16
6991,Futurama,XB,2003,Platform,58.0,6.9,16
6992,Supreme Commander,PC,2007,Strategy,86.0,8.3,12
6993,Pool Hall Pro,Wii,2009,Sports,62.0,5.3,6
6994,Wolfenstein,PC,2009,Shooter,74.0,7.3,18
6995,Microsoft Train Simulator,PC,2001,Simulation,84.0,8.4,6
6996,Activision Anthology,GBA,2003,Misc,79.0,,6
6998,Trigger Man,XB,2004,Shooter,31.0,,16
6999,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,58.0,6.3,16
7000,Bad Boys: Miami Takedown,GC,2004,Shooter,35.0,2.0,18
7001,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,39.0,5.9,16
7002,Pony Friends,DS,2007,Simulation,67.0,6.6,6
7003,Looney Tunes: Cartoon Conductor,DS,2008,Misc,67.0,,6
7004,Art of Fighting Anthology,PS2,2006,Fighting,60.0,7.0,16
7005,Ford Bold Moves Street Racing,PSP,2006,Racing,52.0,,6
7007,Lux-Pain,DS,2008,Adventure,48.0,6.2,16
7008,The Hustle: Detroit Streets,PS2,2006,Sports,46.0,,16
7009,Guilty Gear XX Accent Core,PS2,2007,Fighting,77.0,8.3,16
7010,Mafia,PC,2002,Action,88.0,9.1,18
7011,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,61.0,3.0,6
7012,Operation Flashpoint: Elite,XB,2005,Shooter,64.0,8.3,16
7013,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,35.0,4.8,12
7014,Virtua Tennis 3,X360,2007,Sports,80.0,6.8,6
7015,Front Mission,DS,2007,Strategy,72.0,8.9,12
7016,Tropico 3,PC,2009,Strategy,79.0,8.1,16
7017,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,78.0,8.5,16
7019,Dark Arena,GBA,2002,Shooter,65.0,,16
7020,Heatseeker,PSP,2007,Action,49.0,,16
7021,Shaun the Sheep,DS,2008,Adventure,58.0,,6
7024,The Dark Spire,DS,2008,Role-Playing,69.0,7.7,12
7026,Runaway: A Twist of Fate,PC,2009,Adventure,79.0,8.2,16
7027,Disney's Meet the Robinsons,GC,2007,Action,68.0,,12
7028,FlatOut 2,XB,2006,Racing,73.0,7.3,16
7029,Rogue Trooper,PS2,2006,Shooter,71.0,8.2,16
7030,Backyard Baseball '09,Wii,2008,Sports,37.0,7.8,6
7031,Spy Fiction,PS2,2003,Action,61.0,,18
7032,Justice League: Chronicles,GBA,2003,Platform,43.0,,6
7033,Tom Clancy's HAWX,PC,2009,Action,70.0,7.3,16
7035,Top Gun,DS,2006,Simulation,48.0,,12
7036,King Arthur,GC,2004,Action,60.0,,16
7038,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,74.0,8.8,6
7039,Advance Guardian Heroes,GBA,2004,Role-Playing,65.0,,6
7040,Castle of Shikigami III,Wii,2007,Shooter,67.0,7.6,16
7042,FIFA Street 2,DS,2006,Sports,43.0,7.5,6
7043,Star X,GBA,2002,Shooter,60.0,,6
7044,City Life: World Edition,PC,2007,Simulation,75.0,8.2,6
7046,WarTech: Senko no Ronde,X360,2006,Fighting,60.0,6.1,16
7047,Strike Force Bowling,XB,2004,Sports,54.0,,6
7048,IL-2 Sturmovik: 1946,PC,2006,Simulation,86.0,8.8,16
7049,Chessmaster,GBA,2002,Misc,76.0,,6
7050,Red Ninja: End of Honor,PS2,2005,Action,47.0,5.0,18
7051,Praetorians,PC,2003,Strategy,78.0,8.2,16
7052,Smash Court Tennis 3,PSP,2007,Sports,68.0,6.3,6
7053,SX Superstar,XB,2003,Racing,53.0,,16
7055,SPRay,Wii,2008,Action,42.0,4.5,12
7056,Outlaw Tennis,XB,2005,Sports,66.0,7.7,18
7058,Attack of the Movies 3D,X360,2010,Shooter,38.0,1.7,16
7059,Igor: The Game,DS,2008,Adventure,43.0,,6
7060,Secret Files: Tunguska,PC,2006,Adventure,66.0,7.4,16
7061,The Invincible Iron Man,GBA,2002,Action,68.0,,6
7062,NASCAR 07,XB,2006,Racing,72.0,7.0,6
7063,Dance Dance Revolution Disney Mix,PS,2000,Simulation,74.0,8.3,6
7064,Scaler,XB,2004,Platform,69.0,,6
7066,Thrillville: Off the Rails,DS,2007,Strategy,59.0,6.2,6
7067,Bloody Roar Extreme,XB,2003,Fighting,61.0,8.6,16
